x,y,z,   ,q0,q1,q2,q3
10,-11,1,   ,-47.72630555,0,-69,-90
10,-11,2,   ,-47.72630555,0,-69,-90
10,-11,3,   ,-47.72630555,0,-67,-90
10,-11,4,   ,-47.72630555,0,-64,-90
10,-10,0,   ,-44.99999427,0,-69,-90
10,-10,1,   ,-44.99999427,0,-69,-90
10,-10,2,   ,-44.99999427,0,-69,-90
10,-10,3,   ,-44.99999427,0,-68,-90
10,-10,4,   ,-44.99999427,0,-65,-90
10,-9,0,   ,-41.98720648,0,-69,-90
10,-9,1,   ,-41.98720648,0,-69,-90
10,-9,2,   ,-41.98720648,0,-69,-90
10,-9,3,   ,-41.98720648,0,-69,-90
10,-9,4,   ,-41.98720648,0,-67,-90
10,-8,0,   ,-38.65980197,0,-69,-90
10,-8,1,   ,-38.65980197,0,-69,-90
10,-8,2,   ,-38.65980197,0,-69,-90
10,-8,3,   ,-38.65980197,0,-69,-90
10,-8,4,   ,-38.65980197,0,-68,-90
10,-7,0,   ,-34.99201366,0,-69,-90
10,-7,1,   ,-34.99201366,0,-69,-90
10,-7,2,   ,-34.99201366,0,-69,-90
10,-7,3,   ,-34.99201366,0,-69,-90
10,-7,4,   ,-34.99201366,0,-69,-90
10,-6,0,   ,-30.96374979,0,-69,-90
10,-6,1,   ,-30.96374979,0,-69,-90
10,-6,2,   ,-30.96374979,0,-69,-90
10,-6,3,   ,-30.96374979,0,-69,-90
10,-6,4,   ,-30.96374979,0,-69,-90
10,-5,0,   ,-26.5650443,0,-69,-90
10,-5,1,   ,-26.5650443,0,-69,-90
10,-5,2,   ,-26.5650443,0,-69,-90
10,-5,3,   ,-26.5650443,0,-69,-90
10,-5,4,   ,-26.5650443,0,-69,-90
10,-4,0,   ,-21.80140257,0,-69,-90
10,-4,1,   ,-21.80140257,0,-69,-90
10,-4,2,   ,-21.80140257,0,-69,-90
10,-4,3,   ,-21.80140257,0,-69,-90
10,-4,4,   ,-21.80140257,0,-69,-90
10,-3,0,   ,-16.6992374,0,-69,-90
10,-3,1,   ,-16.6992374,0,-69,-90
10,-3,2,   ,-16.6992374,0,-69,-90
10,-3,3,   ,-16.6992374,0,-69,-90
10,-3,4,   ,-16.6992374,0,-69,-90
10,-2,0,   ,-11.30992586,0,-69,-90
10,-2,1,   ,-11.30992586,0,-69,-90
10,-2,2,   ,-11.30992586,0,-69,-90
10,-2,3,   ,-11.30992586,0,-69,-90
10,-2,4,   ,-11.30992586,0,-69,-90
10,-1,0,   ,-5.710586897,0,-69,-90
10,-1,1,   ,-5.710586897,0,-69,-90
10,-1,2,   ,-5.710586897,0,-69,-90
10,-1,3,   ,-5.710586897,0,-69,-90
10,-1,4,   ,-5.710586897,0,-69,-90
10,0,0,   ,5.73E-06,0,-69,-90
10,0,1,   ,5.73E-06,0,-69,-90
10,0,2,   ,5.73E-06,0,-69,-90
10,0,3,   ,5.73E-06,0,-69,-90
10,0,4,   ,5.73E-06,0,-69,-90
10,1,0,   ,5.710598243,0,-69,-90
10,1,1,   ,5.710598243,0,-69,-90
10,1,2,   ,5.710598243,0,-69,-90
10,1,3,   ,5.710598243,0,-69,-90
10,1,4,   ,5.710598243,0,-69,-90
10,2,0,   ,11.30993688,0,-69,-90
10,2,1,   ,11.30993688,0,-69,-90
10,2,2,   ,11.30993688,0,-69,-90
10,2,3,   ,11.30993688,0,-69,-90
10,2,4,   ,11.30993688,0,-69,-90
10,3,0,   ,16.69924791,0,-69,-90
10,3,1,   ,16.69924791,0,-69,-90
10,3,2,   ,16.69924791,0,-69,-90
10,3,3,   ,16.69924791,0,-69,-90
10,3,4,   ,16.69924791,0,-69,-90
10,4,0,   ,21.80141245,0,-69,-90
10,4,1,   ,21.80141245,0,-69,-90
10,4,2,   ,21.80141245,0,-69,-90
10,4,3,   ,21.80141245,0,-69,-90
10,4,4,   ,21.80141245,0,-69,-90
10,5,0,   ,26.56505347,0,-69,-90
10,5,1,   ,26.56505347,0,-69,-90
10,5,2,   ,26.56505347,0,-69,-90
10,5,3,   ,26.56505347,0,-69,-90
10,5,4,   ,26.56505347,0,-69,-90
10,6,0,   ,30.96375822,0,-69,-90
10,6,1,   ,30.96375822,0,-69,-90
10,6,2,   ,30.96375822,0,-69,-90
10,6,3,   ,30.96375822,0,-69,-90
10,6,4,   ,30.96375822,0,-69,-90
10,7,0,   ,34.99202135,0,-69,-90
10,7,1,   ,34.99202135,0,-69,-90
10,7,2,   ,34.99202135,0,-69,-90
10,7,3,   ,34.99202135,0,-69,-90
10,7,4,   ,34.99202135,0,-69,-90
10,8,0,   ,38.65980895,0,-69,-90
10,8,1,   ,38.65980895,0,-69,-90
10,8,2,   ,38.65980895,0,-69,-90
10,8,3,   ,38.65980895,0,-69,-90
10,8,4,   ,38.65980895,0,-68,-90
10,9,0,   ,41.98721281,0,-69,-90
10,9,1,   ,41.98721281,0,-69,-90
10,9,2,   ,41.98721281,0,-69,-90
10,9,3,   ,41.98721281,0,-69,-90
10,9,4,   ,41.98721281,0,-67,-90
10,10,0,   ,45,0,-69,-90
10,10,1,   ,45,0,-69,-90
10,10,2,   ,45,0,-69,-90
10,10,3,   ,45,0,-68,-90
10,10,4,   ,45,0,-65,-90
10,11,0,   ,47.72631073,0,-69,-90
10,11,1,   ,47.72631073,0,-69,-90
10,11,2,   ,47.72631073,0,-69,-90
10,11,3,   ,47.72631073,0,-67,-90
10,11,4,   ,47.72631073,0,-64,-90
10,12,0,   ,50.19442844,0,-69,-90
10,12,1,   ,50.19442844,0,-69,-90
10,12,2,   ,50.19442844,0,-68,-90
10,12,3,   ,50.19442844,0,-65,-90
10,12,4,   ,50.19442844,0,-63,-90
10,13,0,   ,52.43140733,0,-69,-90
10,13,1,   ,52.43140733,0,-68,-90
10,13,2,   ,52.43140733,0,-66,-90
10,13,3,   ,52.43140733,0,-64,-90
10,13,4,   ,52.43140733,0,-61,-90
10,14,0,   ,54.46232143,0,-70,-89
10,14,1,   ,54.46232143,0,-67,-90
10,14,2,   ,54.46232143,0,-65,-90
10,14,3,   ,54.46232143,0,-63,-90
10,14,4,   ,54.46232143,0,-60,-90
10,15,0,   ,56.30993159,1,-70,-86
10,15,1,   ,56.30993159,1,-66,-89
10,15,2,   ,56.30993159,0,-64,-90
10,15,3,   ,56.30993159,0,-61,-90
10,15,4,   ,56.30993159,0,-59,-90
10,16,0,   ,57.99461583,4,-68,-84
10,16,1,   ,57.99461583,0,-69,-84
10,16,2,   ,57.99461583,0,-64,-88
10,16,3,   ,57.99461583,0,-60,-90
10,16,4,   ,57.99461583,0,-58,-90
10,17,0,   ,59.53445405,1,-74,-77
10,17,1,   ,59.53445405,8,-59,-88
10,17,2,   ,59.53445405,1,-65,-84
10,17,3,   ,59.53445405,4,-56,-90
10,17,4,   ,59.53445405,1,-56,-90
10,18,0,   ,60.94539482,2,-75,-73
10,18,1,   ,60.94539482,11,-56,-87
10,18,2,   ,60.94539482,0,-69,-78
10,18,3,   ,60.94539482,6,-55,-88
10,18,4,   ,60.94539482,5,-52,-90
10,19,0,   ,62.24145828,12,-61,-80
10,19,1,   ,62.24145828,10,-60,-81
10,19,2,   ,62.24145828,15,-47,-90
10,19,3,   ,62.24145828,5,-59,-82
10,19,4,   ,62.24145828,8,-50,-88
11,-20,0,   ,-61.18920285,9,-70,-68
11,-20,1,   ,-61.18920285,23,-41,-89
11,-20,2,   ,-61.18920285,10,-59,-77
11,-20,3,   ,-61.18920285,15,-46,-86
11,-20,4,   ,-61.18920285,5,-59,-77
11,-19,0,   ,-59.93141361,17,-54,-83
11,-19,1,   ,-59.93141361,9,-63,-77
11,-19,2,   ,-59.93141361,11,-55,-83
11,-19,3,   ,-59.93141361,12,-49,-87
11,-19,4,   ,-59.93141361,11,-46,-89
11,-18,0,   ,-58.57043065,14,-57,-84
11,-18,1,   ,-58.57043065,10,-59,-83
11,-18,2,   ,-58.57043065,1,-69,-76
11,-18,3,   ,-58.57043065,5,-58,-84
11,-18,4,   ,-58.57043065,6,-52,-88
11,-17,0,   ,-57.09475316,11,-60,-85
11,-17,1,   ,-57.09475316,5,-65,-82
11,-17,2,   ,-57.09475316,0,-68,-80
11,-17,3,   ,-57.09475316,6,-54,-90
11,-17,4,   ,-57.09475316,1,-58,-87
11,-16,0,   ,-55.49147291,1,-73,-79
11,-16,1,   ,-55.49147291,1,-69,-82
11,-16,2,   ,-55.49147291,5,-58,-90
11,-16,3,   ,-55.49147291,2,-58,-90
11,-16,4,   ,-55.49147291,0,-57,-90
11,-15,0,   ,-53.74615796,2,-70,-84
11,-15,1,   ,-53.74615796,0,-68,-86
11,-15,2,   ,-53.74615796,1,-62,-90
11,-15,3,   ,-53.74615796,0,-61,-90
11,-15,4,   ,-53.74615796,0,-58,-90
11,-14,0,   ,-51.84276889,3,-67,-89
11,-14,1,   ,-51.84276889,0,-67,-89
11,-14,2,   ,-51.84276889,0,-64,-90
11,-14,3,   ,-51.84276889,0,-62,-90
11,-14,4,   ,-51.84276889,0,-59,-90
11,-13,0,   ,-49.76363695,0,-70,-89
11,-13,1,   ,-49.76363695,0,-67,-90
11,-13,2,   ,-49.76363695,0,-65,-90
11,-13,3,   ,-49.76363695,0,-63,-90
11,-13,4,   ,-49.76363695,0,-60,-90
11,-12,0,   ,-47.48954795,0,-69,-90
11,-12,1,   ,-47.48954795,0,-69,-90
11,-12,2,   ,-47.48954795,0,-66,-90
11,-12,3,   ,-47.48954795,0,-64,-90
11,-12,4,   ,-47.48954795,0,-62,-90
11,-11,0,   ,-44.99999479,0,-69,-90
11,-11,1,   ,-44.99999479,0,-69,-90
11,-11,2,   ,-44.99999479,0,-68,-90
11,-11,3,   ,-44.99999479,0,-65,-90
11,-11,4,   ,-44.99999479,0,-63,-90
11,-10,0,   ,-42.27368356,0,-69,-90
11,-10,1,   ,-42.27368356,0,-69,-90
11,-10,2,   ,-42.27368356,0,-69,-90
11,-10,3,   ,-42.27368356,0,-67,-90
11,-10,4,   ,-42.27368356,0,-64,-90
11,-9,0,   ,-39.28940119,0,-69,-90
11,-9,1,   ,-39.28940119,0,-69,-90
11,-9,2,   ,-39.28940119,0,-69,-90
11,-9,3,   ,-39.28940119,0,-68,-90
11,-9,4,   ,-39.28940119,0,-65,-90
11,-8,0,   ,-36.0273675,0,-69,-90
11,-8,1,   ,-36.0273675,0,-69,-90
11,-8,2,   ,-36.0273675,0,-69,-90
11,-8,3,   ,-36.0273675,0,-69,-90
11,-8,4,   ,-36.0273675,0,-66,-90
11,-7,0,   ,-32.47118622,0,-69,-90
11,-7,1,   ,-32.47118622,0,-69,-90
11,-7,2,   ,-32.47118622,0,-69,-90
11,-7,3,   ,-32.47118622,0,-69,-90
11,-7,4,   ,-32.47118622,0,-68,-90
11,-6,0,   ,-28.61045346,0,-69,-90
11,-6,1,   ,-28.61045346,0,-69,-90
11,-6,2,   ,-28.61045346,0,-69,-90
11,-6,3,   ,-28.61045346,0,-69,-90
11,-6,4,   ,-28.61045346,0,-69,-90
11,-5,0,   ,-24.4439485,0,-69,-90
11,-5,1,   ,-24.4439485,0,-69,-90
11,-5,2,   ,-24.4439485,0,-69,-90
11,-5,3,   ,-24.4439485,0,-69,-90
11,-5,4,   ,-24.4439485,0,-69,-90
11,-4,0,   ,-19.98310025,0,-69,-90
11,-4,1,   ,-19.98310025,0,-69,-90
11,-4,2,   ,-19.98310025,0,-69,-90
11,-4,3,   ,-19.98310025,0,-69,-90
11,-4,4,   ,-19.98310025,0,-69,-90
11,-3,0,   ,-15.25511253,0,-69,-90
11,-3,1,   ,-15.25511253,0,-69,-90
11,-3,2,   ,-15.25511253,0,-69,-90
11,-3,3,   ,-15.25511253,0,-69,-90
11,-3,4,   ,-15.25511253,0,-69,-90
11,-2,0,   ,-10.30484051,0,-69,-90
11,-2,1,   ,-10.30484051,0,-69,-90
11,-2,2,   ,-10.30484051,0,-69,-90
11,-2,3,   ,-10.30484051,0,-69,-90
11,-2,4,   ,-10.30484051,0,-69,-90
11,-1,0,   ,-5.194423272,0,-69,-90
11,-1,1,   ,-5.194423272,0,-69,-90
11,-1,2,   ,-5.194423272,0,-69,-90
11,-1,3,   ,-5.194423272,0,-69,-90
11,-1,4,   ,-5.194423272,0,-69,-90
11,0,0,   ,5.21E-06,0,-69,-90
11,0,1,   ,5.21E-06,0,-69,-90
11,0,2,   ,5.21E-06,0,-69,-90
11,0,3,   ,5.21E-06,0,-69,-90
11,0,4,   ,5.21E-06,0,-69,-90
11,1,0,   ,5.194433604,0,-69,-90
11,1,1,   ,5.194433604,0,-69,-90
11,1,2,   ,5.194433604,0,-69,-90
11,1,3,   ,5.194433604,0,-69,-90
11,1,4,   ,5.194433604,0,-69,-90
11,2,0,   ,10.30485059,0,-69,-90
11,2,1,   ,10.30485059,0,-69,-90
11,2,2,   ,10.30485059,0,-69,-90
11,2,3,   ,10.30485059,0,-69,-90
11,2,4,   ,10.30485059,0,-69,-90
11,3,0,   ,15.25512223,0,-69,-90
11,3,1,   ,15.25512223,0,-69,-90
11,3,2,   ,15.25512223,0,-69,-90
11,3,3,   ,15.25512223,0,-69,-90
11,3,4,   ,15.25512223,0,-69,-90
11,4,0,   ,19.98310945,0,-69,-90
11,4,1,   ,19.98310945,0,-69,-90
11,4,2,   ,19.98310945,0,-69,-90
11,4,3,   ,19.98310945,0,-69,-90
11,4,4,   ,19.98310945,0,-69,-90
11,5,0,   ,24.44395714,0,-69,-90
11,5,1,   ,24.44395714,0,-69,-90
11,5,2,   ,24.44395714,0,-69,-90
11,5,3,   ,24.44395714,0,-69,-90
11,5,4,   ,24.44395714,0,-69,-90
11,6,0,   ,28.61046149,0,-69,-90
11,6,1,   ,28.61046149,0,-69,-90
11,6,2,   ,28.61046149,0,-69,-90
11,6,3,   ,28.61046149,0,-69,-90
11,6,4,   ,28.61046149,0,-69,-90
11,7,0,   ,32.47119364,0,-69,-90
11,7,1,   ,32.47119364,0,-69,-90
11,7,2,   ,32.47119364,0,-69,-90
11,7,3,   ,32.47119364,0,-69,-90
11,7,4,   ,32.47119364,0,-68,-90
11,8,0,   ,36.02737431,0,-69,-90
11,8,1,   ,36.02737431,0,-69,-90
11,8,2,   ,36.02737431,0,-69,-90
11,8,3,   ,36.02737431,0,-69,-90
11,8,4,   ,36.02737431,0,-66,-90
11,9,0,   ,39.28940743,0,-69,-90
11,9,1,   ,39.28940743,0,-69,-90
11,9,2,   ,39.28940743,0,-69,-90
11,9,3,   ,39.28940743,0,-68,-90
11,9,4,   ,39.28940743,0,-65,-90
11,10,0,   ,42.27368927,0,-69,-90
11,10,1,   ,42.27368927,0,-69,-90
11,10,2,   ,42.27368927,0,-69,-90
11,10,3,   ,42.27368927,0,-67,-90
11,10,4,   ,42.27368927,0,-64,-90
11,11,0,   ,45,0,-69,-90
11,11,1,   ,45,0,-69,-90
11,11,2,   ,45,0,-68,-90
11,11,3,   ,45,0,-65,-90
11,11,4,   ,45,0,-63,-90
11,12,0,   ,47.48955271,0,-69,-90
11,12,1,   ,47.48955271,0,-69,-90
11,12,2,   ,47.48955271,0,-66,-90
11,12,3,   ,47.48955271,0,-64,-90
11,12,4,   ,47.48955271,0,-62,-90
11,13,0,   ,49.7636413,0,-70,-89
11,13,1,   ,49.7636413,0,-67,-90
11,13,2,   ,49.7636413,0,-65,-90
11,13,3,   ,49.7636413,0,-63,-90
11,13,4,   ,49.7636413,0,-60,-90
11,14,0,   ,51.84277287,3,-67,-89
11,14,1,   ,51.84277287,0,-67,-89
11,14,2,   ,51.84277287,0,-64,-90
11,14,3,   ,51.84277287,0,-62,-90
11,14,4,   ,51.84277287,0,-59,-90
11,15,0,   ,53.7461616,2,-70,-84
11,15,1,   ,53.7461616,0,-68,-86
11,15,2,   ,53.7461616,1,-62,-90
11,15,3,   ,53.7461616,0,-61,-90
11,15,4,   ,53.7461616,0,-58,-90
11,16,0,   ,55.49147625,1,-73,-79
11,16,1,   ,55.49147625,1,-69,-82
11,16,2,   ,55.49147625,5,-58,-90
11,16,3,   ,55.49147625,2,-58,-90
11,16,4,   ,55.49147625,0,-57,-90
11,17,0,   ,57.09475624,11,-60,-85
11,17,1,   ,57.09475624,5,-65,-82
11,17,2,   ,57.09475624,0,-68,-80
11,17,3,   ,57.09475624,6,-54,-90
11,17,4,   ,57.09475624,1,-58,-87
11,18,0,   ,58.57043348,14,-57,-84
11,18,1,   ,58.57043348,10,-59,-83
11,18,2,   ,58.57043348,1,-69,-76
11,18,3,   ,58.57043348,5,-58,-84
11,18,4,   ,58.57043348,6,-52,-88
11,19,0,   ,59.93141623,17,-54,-83
11,19,1,   ,59.93141623,9,-63,-77
11,19,2,   ,59.93141623,11,-55,-83
11,19,3,   ,59.93141623,12,-49,-87
11,19,4,   ,59.93141623,11,-46,-89
12,-20,0,   ,-59.0362401,15,-61,-73
12,-20,1,   ,-59.0362401,17,-53,-79
12,-20,2,   ,-59.0362401,11,-59,-75
12,-20,3,   ,-59.0362401,21,-37,-90
12,-20,4,   ,-59.0362401,10,-52,-80
12,-19,0,   ,-57.72435217,16,-57,-79
12,-19,1,   ,-57.72435217,8,-66,-73
12,-19,2,   ,-57.72435217,10,-58,-79
12,-19,3,   ,-57.72435217,1,-69,-71
12,-19,4,   ,-57.72435217,5,-58,-79
12,-18,0,   ,-56.3099288,13,-60,-80
12,-18,1,   ,-56.3099288,9,-62,-79
12,-18,2,   ,-56.3099288,0,-72,-72
12,-18,3,   ,-56.3099288,6,-58,-82
12,-18,4,   ,-56.3099288,7,-52,-86
12,-17,0,   ,-54.78240319,3,-74,-73
12,-17,1,   ,-54.78240319,15,-50,-90
12,-17,2,   ,-54.78240319,1,-68,-78
12,-17,3,   ,-54.78240319,5,-57,-86
12,-17,4,   ,-54.78240319,0,-61,-83
12,-16,0,   ,-53.13009834,12,-58,-87
12,-16,1,   ,-53.13009834,2,-69,-80
12,-16,2,   ,-53.13009834,6,-58,-88
12,-16,3,   ,-53.13009834,5,-55,-90
12,-16,4,   ,-53.13009834,2,-55,-90
12,-15,0,   ,-51.34018755,11,-58,-90
12,-15,1,   ,-51.34018755,0,-70,-82
12,-15,2,   ,-51.34018755,4,-59,-90
12,-15,3,   ,-51.34018755,1,-59,-90
12,-15,4,   ,-51.34018755,0,-58,-90
12,-14,0,   ,-49.39870097,1,-71,-84
12,-14,1,   ,-49.39870097,3,-64,-89
12,-14,2,   ,-49.39870097,0,-63,-90
12,-14,3,   ,-49.39870097,0,-61,-90
12,-14,4,   ,-49.39870097,0,-59,-90
12,-13,0,   ,-47.29060547,3,-67,-89
12,-13,1,   ,-47.29060547,0,-66,-90
12,-13,2,   ,-47.29060547,0,-64,-90
12,-13,3,   ,-47.29060547,0,-62,-90
12,-13,4,   ,-47.29060547,0,-60,-90
12,-12,0,   ,-44.99999523,0,-70,-89
12,-12,1,   ,-44.99999523,0,-68,-90
12,-12,2,   ,-44.99999523,0,-65,-90
12,-12,3,   ,-44.99999523,0,-63,-90
12,-12,4,   ,-44.99999523,0,-61,-90
12,-11,0,   ,-42.51044211,0,-69,-90
12,-11,1,   ,-42.51044211,0,-69,-90
12,-11,2,   ,-42.51044211,0,-66,-90
12,-11,3,   ,-42.51044211,0,-64,-90
12,-11,4,   ,-42.51044211,0,-62,-90
12,-10,0,   ,-39.80556593,0,-69,-90
12,-10,1,   ,-39.80556593,0,-69,-90
12,-10,2,   ,-39.80556593,0,-68,-90
12,-10,3,   ,-39.80556593,0,-65,-90
12,-10,4,   ,-39.80556593,0,-63,-90
12,-9,0,   ,-36.8698923,0,-69,-90
12,-9,1,   ,-36.8698923,0,-69,-90
12,-9,2,   ,-36.8698923,0,-69,-90
12,-9,3,   ,-36.8698923,0,-66,-90
12,-9,4,   ,-36.8698923,0,-64,-90
12,-8,0,   ,-33.69006202,0,-69,-90
12,-8,1,   ,-33.69006202,0,-69,-90
12,-8,2,   ,-33.69006202,0,-69,-90
12,-8,3,   ,-33.69006202,0,-67,-90
12,-8,4,   ,-33.69006202,0,-65,-90
12,-7,0,   ,-30.25643152,0,-69,-90
12,-7,1,   ,-30.25643152,0,-69,-90
12,-7,2,   ,-30.25643152,0,-69,-90
12,-7,3,   ,-30.25643152,0,-68,-90
12,-7,4,   ,-30.25643152,0,-66,-90
12,-6,0,   ,-26.56504545,0,-69,-90
12,-6,1,   ,-26.56504545,0,-69,-90
12,-6,2,   ,-26.56504545,0,-69,-90
12,-6,3,   ,-26.56504545,0,-69,-90
12,-6,4,   ,-26.56504545,0,-67,-90
12,-5,0,   ,-22.61985918,0,-69,-90
12,-5,1,   ,-22.61985918,0,-69,-90
12,-5,2,   ,-22.61985918,0,-69,-90
12,-5,3,   ,-22.61985918,0,-69,-90
12,-5,4,   ,-22.61985918,0,-68,-90
12,-4,0,   ,-18.43494309,0,-69,-90
12,-4,1,   ,-18.43494309,0,-69,-90
12,-4,2,   ,-18.43494309,0,-69,-90
12,-4,3,   ,-18.43494309,0,-69,-90
12,-4,4,   ,-18.43494309,0,-68,-90
12,-3,0,   ,-14.03623785,0,-69,-90
12,-3,1,   ,-14.03623785,0,-69,-90
12,-3,2,   ,-14.03623785,0,-69,-90
12,-3,3,   ,-14.03623785,0,-69,-90
12,-3,4,   ,-14.03623785,0,-69,-90
12,-2,0,   ,-9.462316788,0,-69,-90
12,-2,1,   ,-9.462316788,0,-69,-90
12,-2,2,   ,-9.462316788,0,-69,-90
12,-2,3,   ,-9.462316788,0,-69,-90
12,-2,4,   ,-9.462316788,0,-69,-90
12,-1,0,   ,-4.763636554,0,-69,-90
12,-1,1,   ,-4.763636554,0,-69,-90
12,-1,2,   ,-4.763636554,0,-69,-90
12,-1,3,   ,-4.763636554,0,-69,-90
12,-1,4,   ,-4.763636554,0,-69,-90
12,0,0,   ,4.77E-06,0,-69,-90
12,0,1,   ,4.77E-06,0,-69,-90
12,0,2,   ,4.77E-06,0,-69,-90
12,0,3,   ,4.77E-06,0,-69,-90
12,0,4,   ,4.77E-06,0,-69,-90
12,1,0,   ,4.763646037,0,-69,-90
12,1,1,   ,4.763646037,0,-69,-90
12,1,2,   ,4.763646037,0,-69,-90
12,1,3,   ,4.763646037,0,-69,-90
12,1,4,   ,4.763646037,0,-69,-90
12,2,0,   ,9.462326079,0,-69,-90
12,2,1,   ,9.462326079,0,-69,-90
12,2,2,   ,9.462326079,0,-69,-90
12,2,3,   ,9.462326079,0,-69,-90
12,2,4,   ,9.462326079,0,-69,-90
12,3,0,   ,14.03624684,0,-69,-90
12,3,1,   ,14.03624684,0,-69,-90
12,3,2,   ,14.03624684,0,-69,-90
12,3,3,   ,14.03624684,0,-69,-90
12,3,4,   ,14.03624684,0,-69,-90
12,4,0,   ,18.43495169,0,-69,-90
12,4,1,   ,18.43495169,0,-69,-90
12,4,2,   ,18.43495169,0,-69,-90
12,4,3,   ,18.43495169,0,-69,-90
12,4,4,   ,18.43495169,0,-68,-90
12,5,0,   ,22.61986732,0,-69,-90
12,5,1,   ,22.61986732,0,-69,-90
12,5,2,   ,22.61986732,0,-69,-90
12,5,3,   ,22.61986732,0,-69,-90
12,5,4,   ,22.61986732,0,-68,-90
12,6,0,   ,26.56505309,0,-69,-90
12,6,1,   ,26.56505309,0,-69,-90
12,6,2,   ,26.56505309,0,-69,-90
12,6,3,   ,26.56505309,0,-69,-90
12,6,4,   ,26.56505309,0,-67,-90
12,7,0,   ,30.25643865,0,-69,-90
12,7,1,   ,30.25643865,0,-69,-90
12,7,2,   ,30.25643865,0,-69,-90
12,7,3,   ,30.25643865,0,-68,-90
12,7,4,   ,30.25643865,0,-66,-90
12,8,0,   ,33.69006863,0,-69,-90
12,8,1,   ,33.69006863,0,-69,-90
12,8,2,   ,33.69006863,0,-69,-90
12,8,3,   ,33.69006863,0,-67,-90
12,8,4,   ,33.69006863,0,-65,-90
12,9,0,   ,36.86989841,0,-69,-90
12,9,1,   ,36.86989841,0,-69,-90
12,9,2,   ,36.86989841,0,-69,-90
12,9,3,   ,36.86989841,0,-66,-90
12,9,4,   ,36.86989841,0,-64,-90
12,10,0,   ,39.80557156,0,-69,-90
12,10,1,   ,39.80557156,0,-69,-90
12,10,2,   ,39.80557156,0,-68,-90
12,10,3,   ,39.80557156,0,-65,-90
12,10,4,   ,39.80557156,0,-63,-90
12,11,0,   ,42.51044729,0,-69,-90
12,11,1,   ,42.51044729,0,-69,-90
12,11,2,   ,42.51044729,0,-66,-90
12,11,3,   ,42.51044729,0,-64,-90
12,11,4,   ,42.51044729,0,-62,-90
12,12,0,   ,45,0,-70,-89
12,12,1,   ,45,0,-68,-90
12,12,2,   ,45,0,-65,-90
12,12,3,   ,45,0,-63,-90
12,12,4,   ,45,0,-61,-90
12,13,0,   ,47.29060986,3,-67,-89
12,13,1,   ,47.29060986,0,-66,-90
